,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
9459,0.901,0.543,10,-8.283,0,0.131,0.371,9.15e-06,0.102,0.244,99.974,audio_features,72EGc3ULtmj0oxT05PN6dw,spotify:track:72EGc3ULtmj0oxT05PN6dw,https://api.spotify.com/v1/tracks/72EGc3ULtmj0oxT05PN6dw,https://api.spotify.com/v1/audio-analysis/72EGc3ULtmj0oxT05PN6dw,209052,4
9460,0.892,0.547,5,-5.709,0,0.0857,0.0413,5.44e-06,0.103,0.512,103.97,audio_features,0K5vPCPPPQYzrKHc17qB1I,spotify:track:0K5vPCPPPQYzrKHc17qB1I,https://api.spotify.com/v1/tracks/0K5vPCPPPQYzrKHc17qB1I,https://api.spotify.com/v1/audio-analysis/0K5vPCPPPQYzrKHc17qB1I,180804,4
9461,0.431,0.605,6,-5.881,0,0.309,0.38,0.0,0.318,0.269,77.485,audio_features,7sVQVuy2cdPfMIHDH9IKaP,spotify:track:7sVQVuy2cdPfMIHDH9IKaP,https://api.spotify.com/v1/tracks/7sVQVuy2cdPfMIHDH9IKaP,https://api.spotify.com/v1/audio-analysis/7sVQVuy2cdPfMIHDH9IKaP,161032,4
9462,0.717,0.653,1,-5.634,1,0.0658,0.229,0.0,0.101,0.412,106.966,audio_features,3e9HZxeyfWwjeyPAMmWSSQ,spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,https://api.spotify.com/v1/tracks/3e9HZxeyfWwjeyPAMmWSSQ,https://api.spotify.com/v1/audio-analysis/3e9HZxeyfWwjeyPAMmWSSQ,207320,4
9463,0.795,0.742,5,-5.326,0,0.274,0.358,0.000223,0.147,0.333,139.893,audio_features,4FHCNzwPSJz46ACVDmYZXJ,spotify:track:4FHCNzwPSJz46ACVDmYZXJ,https://api.spotify.com/v1/tracks/4FHCNzwPSJz46ACVDmYZXJ,https://api.spotify.com/v1/audio-analysis/4FHCNzwPSJz46ACVDmYZXJ,147429,4
9464,0.764,0.738,7,-6.711,0,0.118,0.457,1.11e-06,0.131,0.53,100.003,audio_features,7grAwPXWst5dxfPgcUaepW,spotify:track:7grAwPXWst5dxfPgcUaepW,https://api.spotify.com/v1/tracks/7grAwPXWst5dxfPgcUaepW,https://api.spotify.com/v1/audio-analysis/7grAwPXWst5dxfPgcUaepW,182400,4
9465,0.942,0.595,2,-5.836,1,0.285,0.0463,0.0,0.0746,0.494,128.023,audio_features,0QoBn12Uo7oDv3zzz4QV1v,spotify:track:0QoBn12Uo7oDv3zzz4QV1v,https://api.spotify.com/v1/tracks/0QoBn12Uo7oDv3zzz4QV1v,https://api.spotify.com/v1/audio-analysis/0QoBn12Uo7oDv3zzz4QV1v,348750,4
9466,0.921,0.54,2,-7.464,1,0.425,0.124,0.0,0.0599,0.397,119.913,audio_features,2njluUoYPPPzZFglKkRBlR,spotify:track:2njluUoYPPPzZFglKkRBlR,https://api.spotify.com/v1/tracks/2njluUoYPPPzZFglKkRBlR,https://api.spotify.com/v1/audio-analysis/2njluUoYPPPzZFglKkRBlR,230000,5
9467,0.726,0.692,1,-7.949,1,0.369,0.14,0.0,0.0616,0.287,142.133,audio_features,38WWLroplM6GN2Pw5j8DpO,spotify:track:38WWLroplM6GN2Pw5j8DpO,https://api.spotify.com/v1/tracks/38WWLroplM6GN2Pw5j8DpO,https://api.spotify.com/v1/audio-analysis/38WWLroplM6GN2Pw5j8DpO,209577,4
9468,0.746,0.647,8,-6.082,1,0.0827,0.59,0.000224,0.136,0.222,96.964,audio_features,3wjl3uPGckJUAeI5cRG0bZ,spotify:track:3wjl3uPGckJUAeI5cRG0bZ,https://api.spotify.com/v1/tracks/3wjl3uPGckJUAeI5cRG0bZ,https://api.spotify.com/v1/audio-analysis/3wjl3uPGckJUAeI5cRG0bZ,222004,4
9469,0.835,0.73,9,-5.126,0,0.0495,0.0482,0.000233,0.079,0.356,100.023,audio_features,4ymFaT7dHSJ7i1MwIsoP9o,spotify:track:4ymFaT7dHSJ7i1MwIsoP9o,https://api.spotify.com/v1/tracks/4ymFaT7dHSJ7i1MwIsoP9o,https://api.spotify.com/v1/audio-analysis/4ymFaT7dHSJ7i1MwIsoP9o,159000,4
9470,0.662,0.467,2,-7.109,1,0.26,0.0736,1.25e-06,0.0528,0.31,89.962,audio_features,0Hgn1f4MeiSBFA32DPbt7M,spotify:track:0Hgn1f4MeiSBFA32DPbt7M,https://api.spotify.com/v1/tracks/0Hgn1f4MeiSBFA32DPbt7M,https://api.spotify.com/v1/audio-analysis/0Hgn1f4MeiSBFA32DPbt7M,156667,4
9471,0.711,0.61,0,-4.781,0,0.0473,0.611,0.0,0.0645,0.337,150.102,audio_features,5DTPth7QuIvBPQZls3ttJY,spotify:track:5DTPth7QuIvBPQZls3ttJY,https://api.spotify.com/v1/tracks/5DTPth7QuIvBPQZls3ttJY,https://api.spotify.com/v1/audio-analysis/5DTPth7QuIvBPQZls3ttJY,160000,4
9472,0.85,0.854,1,-4.176,0,0.234,0.0932,0.0,0.0976,0.481,160.04,audio_features,7qd01xrME77eyWqGPumC2J,spotify:track:7qd01xrME77eyWqGPumC2J,https://api.spotify.com/v1/tracks/7qd01xrME77eyWqGPumC2J,https://api.spotify.com/v1/audio-analysis/7qd01xrME77eyWqGPumC2J,181500,4
9473,0.764,0.616,1,-8.769,1,0.08,0.206,2.46e-05,0.102,0.69,97.961,audio_features,7FzClcvQM7oWdmzYZEQTHA,spotify:track:7FzClcvQM7oWdmzYZEQTHA,https://api.spotify.com/v1/tracks/7FzClcvQM7oWdmzYZEQTHA,https://api.spotify.com/v1/audio-analysis/7FzClcvQM7oWdmzYZEQTHA,134904,4
9474,0.736,0.773,8,-8.762,0,0.0691,0.639,0.282,0.179,0.415,114.474,audio_features,7lOk3JSaMnbZhG381VLa6C,spotify:track:7lOk3JSaMnbZhG381VLa6C,https://api.spotify.com/v1/tracks/7lOk3JSaMnbZhG381VLa6C,https://api.spotify.com/v1/audio-analysis/7lOk3JSaMnbZhG381VLa6C,155109,4
9475,0.811,0.747,7,-8.021,1,0.176,0.24,0.0,0.057,0.614,79.996,audio_features,7BBgzZ4jC658I2jONXYZGV,spotify:track:7BBgzZ4jC658I2jONXYZGV,https://api.spotify.com/v1/tracks/7BBgzZ4jC658I2jONXYZGV,https://api.spotify.com/v1/audio-analysis/7BBgzZ4jC658I2jONXYZGV,204000,4
9476,0.792,0.687,0,-6.647,0,0.109,0.356,0.0,0.103,0.803,149.92,audio_features,3gN3eHqeAp9NSQUAT9xtzg,spotify:track:3gN3eHqeAp9NSQUAT9xtzg,https://api.spotify.com/v1/tracks/3gN3eHqeAp9NSQUAT9xtzg,https://api.spotify.com/v1/audio-analysis/3gN3eHqeAp9NSQUAT9xtzg,198359,4
9477,0.78,0.759,4,-6.818,0,0.0604,0.229,3.9e-06,0.319,0.395,93.009,audio_features,73KYTCSbVlj5E02qWj8DPF,spotify:track:73KYTCSbVlj5E02qWj8DPF,https://api.spotify.com/v1/tracks/73KYTCSbVlj5E02qWj8DPF,https://api.spotify.com/v1/audio-analysis/73KYTCSbVlj5E02qWj8DPF,178089,4
9478,0.798,0.732,4,-7.661,0,0.0832,0.144,0.0,0.213,0.66,102.038,audio_features,0g3fKXiX2AANAX3k6FnKib,spotify:track:0g3fKXiX2AANAX3k6FnKib,https://api.spotify.com/v1/tracks/0g3fKXiX2AANAX3k6FnKib,https://api.spotify.com/v1/audio-analysis/0g3fKXiX2AANAX3k6FnKib,263529,4
9479,0.758,0.479,9,-8.669,0,0.0484,0.675,0.0,0.164,0.57,130.013,audio_features,529KeIkmeHs4NrHBXy5LfX,spotify:track:529KeIkmeHs4NrHBXy5LfX,https://api.spotify.com/v1/tracks/529KeIkmeHs4NrHBXy5LfX,https://api.spotify.com/v1/audio-analysis/529KeIkmeHs4NrHBXy5LfX,203750,4
9480,0.748,0.641,0,-5.881,1,0.0845,0.137,0.0,0.173,0.323,92.027,audio_features,2d243XKG1wwaxbIMa2vh8i,spotify:track:2d243XKG1wwaxbIMa2vh8i,https://api.spotify.com/v1/tracks/2d243XKG1wwaxbIMa2vh8i,https://api.spotify.com/v1/audio-analysis/2d243XKG1wwaxbIMa2vh8i,159375,4
9481,0.747,0.586,6,-8.799,1,0.0591,0.261,2.78e-05,0.11,0.176,99.986,audio_features,0dD17UWACV5aYTyeS6af1k,spotify:track:0dD17UWACV5aYTyeS6af1k,https://api.spotify.com/v1/tracks/0dD17UWACV5aYTyeS6af1k,https://api.spotify.com/v1/audio-analysis/0dD17UWACV5aYTyeS6af1k,194400,4
9482,0.858,0.764,6,-5.479,0,0.197,0.33,0.0,0.0929,0.582,92.047,audio_features,4ewhPnjVBPYE5Mgc55dJ39,spotify:track:4ewhPnjVBPYE5Mgc55dJ39,https://api.spotify.com/v1/tracks/4ewhPnjVBPYE5Mgc55dJ39,https://api.spotify.com/v1/audio-analysis/4ewhPnjVBPYE5Mgc55dJ39,168261,4
9483,0.811,0.637,9,-9.217,0,0.0954,0.171,0.0,0.226,0.507,127.044,audio_features,1QhZ83vixC1mB2TGoWBE7N,spotify:track:1QhZ83vixC1mB2TGoWBE7N,https://api.spotify.com/v1/tracks/1QhZ83vixC1mB2TGoWBE7N,https://api.spotify.com/v1/audio-analysis/1QhZ83vixC1mB2TGoWBE7N,166500,4
9484,0.51,0.813,7,-6.061,1,0.353,0.437,0.0,0.0594,0.733,162.6,audio_features,6KRoKgWrly4FHndE6E1Ent,spotify:track:6KRoKgWrly4FHndE6E1Ent,https://api.spotify.com/v1/tracks/6KRoKgWrly4FHndE6E1Ent,https://api.spotify.com/v1/audio-analysis/6KRoKgWrly4FHndE6E1Ent,180000,4
9485,0.803,0.462,8,-9.336,1,0.355,0.142,0.0,0.403,0.296,147.016,audio_features,3rwuYQM6eEqTLWapNYAeZD,spotify:track:3rwuYQM6eEqTLWapNYAeZD,https://api.spotify.com/v1/tracks/3rwuYQM6eEqTLWapNYAeZD,https://api.spotify.com/v1/audio-analysis/3rwuYQM6eEqTLWapNYAeZD,212245,4
9486,0.611,0.834,6,-3.708,0,0.23,0.397,0.0,0.174,0.85,93.066,audio_features,4lCwnBZurX0OIqMKBOHRlS,spotify:track:4lCwnBZurX0OIqMKBOHRlS,https://api.spotify.com/v1/tracks/4lCwnBZurX0OIqMKBOHRlS,https://api.spotify.com/v1/audio-analysis/4lCwnBZurX0OIqMKBOHRlS,273548,4
9487,0.803,0.556,4,-7.866,0,0.0636,0.282,0.0,0.106,0.353,100.046,audio_features,2JwQnJFhBVjX6XR9d0bq7S,spotify:track:2JwQnJFhBVjX6XR9d0bq7S,https://api.spotify.com/v1/tracks/2JwQnJFhBVjX6XR9d0bq7S,https://api.spotify.com/v1/audio-analysis/2JwQnJFhBVjX6XR9d0bq7S,232776,4
9488,0.716,0.78,6,-4.616,0,0.0445,0.377,0.000351,0.0753,0.187,94.028,audio_features,6m69YzoQgEkhPnWIhXswcJ,spotify:track:6m69YzoQgEkhPnWIhXswcJ,https://api.spotify.com/v1/tracks/6m69YzoQgEkhPnWIhXswcJ,https://api.spotify.com/v1/audio-analysis/6m69YzoQgEkhPnWIhXswcJ,256373,4
9489,0.344,0.507,9,-6.145,0,0.0435,0.294,0.0,0.105,0.397,122.284,audio_features,3E9Ccd3OMyENc0mBVYeJYt,spotify:track:3E9Ccd3OMyENc0mBVYeJYt,https://api.spotify.com/v1/tracks/3E9Ccd3OMyENc0mBVYeJYt,https://api.spotify.com/v1/audio-analysis/3E9Ccd3OMyENc0mBVYeJYt,216144,5
9490,0.606,0.902,10,-3.822,0,0.0814,0.103,0.0,0.034,0.961,198.034,audio_features,2M7STJIKdTAaly7v8EYjmr,spotify:track:2M7STJIKdTAaly7v8EYjmr,https://api.spotify.com/v1/tracks/2M7STJIKdTAaly7v8EYjmr,https://api.spotify.com/v1/audio-analysis/2M7STJIKdTAaly7v8EYjmr,185426,4
9491,0.904,0.574,1,-11.368,0,0.428,0.147,9.89e-05,0.115,0.74,149.999,audio_features,4fHGnAoI9pAtnCwWtPKpAZ,spotify:track:4fHGnAoI9pAtnCwWtPKpAZ,https://api.spotify.com/v1/tracks/4fHGnAoI9pAtnCwWtPKpAZ,https://api.spotify.com/v1/audio-analysis/4fHGnAoI9pAtnCwWtPKpAZ,204926,4
9492,0.841,0.796,11,-5.725,0,0.162,0.0899,3.14e-06,0.115,0.516,100.024,audio_features,6Phgi6cRIsf7ZkfC3PeRxu,spotify:track:6Phgi6cRIsf7ZkfC3PeRxu,https://api.spotify.com/v1/tracks/6Phgi6cRIsf7ZkfC3PeRxu,https://api.spotify.com/v1/audio-analysis/6Phgi6cRIsf7ZkfC3PeRxu,122820,4
9493,0.536,0.548,8,-10.821,0,0.451,0.215,0.0,0.0887,0.387,80.706,audio_features,7JFHUJUtOP9xCdkcK935OZ,spotify:track:7JFHUJUtOP9xCdkcK935OZ,https://api.spotify.com/v1/tracks/7JFHUJUtOP9xCdkcK935OZ,https://api.spotify.com/v1/audio-analysis/7JFHUJUtOP9xCdkcK935OZ,204706,4
9494,0.565,0.536,5,-9.706,0,0.293,0.296,0.0,0.176,0.261,83.475,audio_features,4AcWoNZHJ6tLBcKWifiTbC,spotify:track:4AcWoNZHJ6tLBcKWifiTbC,https://api.spotify.com/v1/tracks/4AcWoNZHJ6tLBcKWifiTbC,https://api.spotify.com/v1/audio-analysis/4AcWoNZHJ6tLBcKWifiTbC,208383,4
9495,0.86,0.441,5,-11.078,0,0.45,0.0876,0.0,0.169,0.203,142.974,audio_features,6qz9ENCPWflD7aAeltENLV,spotify:track:6qz9ENCPWflD7aAeltENLV,https://api.spotify.com/v1/tracks/6qz9ENCPWflD7aAeltENLV,https://api.spotify.com/v1/audio-analysis/6qz9ENCPWflD7aAeltENLV,234965,4
9496,0.822,0.514,10,-9.847,0,0.217,0.372,1.06e-05,0.137,0.453,89.995,audio_features,1Dg4K5rscxqz6LyMDGMuED,spotify:track:1Dg4K5rscxqz6LyMDGMuED,https://api.spotify.com/v1/tracks/1Dg4K5rscxqz6LyMDGMuED,https://api.spotify.com/v1/audio-analysis/1Dg4K5rscxqz6LyMDGMuED,165337,4
9497,0.893,0.526,1,-11.662,1,0.138,0.118,0.000245,0.0729,0.221,119.03,audio_features,2BYn2Jvo2NhCIMCvWm65Ke,spotify:track:2BYn2Jvo2NhCIMCvWm65Ke,https://api.spotify.com/v1/tracks/2BYn2Jvo2NhCIMCvWm65Ke,https://api.spotify.com/v1/audio-analysis/2BYn2Jvo2NhCIMCvWm65Ke,164732,4
9498,0.763,0.822,2,-2.578,0,0.066,0.101,0.000131,0.077,0.567,100.024,audio_features,72LbDyLOLImnk1YJEDkqfF,spotify:track:72LbDyLOLImnk1YJEDkqfF,https://api.spotify.com/v1/tracks/72LbDyLOLImnk1YJEDkqfF,https://api.spotify.com/v1/audio-analysis/72LbDyLOLImnk1YJEDkqfF,208013,4
9499,0.903,0.527,8,-9.019,1,0.0664,0.0138,5.6e-06,0.0736,0.941,144.98,audio_features,5z8K92vYj0FH6C05HAT2Ve,spotify:track:5z8K92vYj0FH6C05HAT2Ve,https://api.spotify.com/v1/tracks/5z8K92vYj0FH6C05HAT2Ve,https://api.spotify.com/v1/audio-analysis/5z8K92vYj0FH6C05HAT2Ve,225931,4
9500,0.715,0.566,0,-6.898,1,0.0397,0.137,0.0149,0.145,0.0857,145.028,audio_features,5HWolqY3ip2Bh7rS6UJ5c0,spotify:track:5HWolqY3ip2Bh7rS6UJ5c0,https://api.spotify.com/v1/tracks/5HWolqY3ip2Bh7rS6UJ5c0,https://api.spotify.com/v1/audio-analysis/5HWolqY3ip2Bh7rS6UJ5c0,215172,4
9501,0.587,0.55,0,-5.491,0,0.134,0.378,0.000708,0.0706,0.534,100.01,audio_features,7IqAw0ffDEuOBxImNdInvp,spotify:track:7IqAw0ffDEuOBxImNdInvp,https://api.spotify.com/v1/tracks/7IqAw0ffDEuOBxImNdInvp,https://api.spotify.com/v1/audio-analysis/7IqAw0ffDEuOBxImNdInvp,213000,4
9502,0.728,0.659,9,-9.901,0,0.0328,0.0928,3.22e-05,0.125,0.893,156.03,audio_features,2qZOecnmV2ivpEAze8E1Am,spotify:track:2qZOecnmV2ivpEAze8E1Am,https://api.spotify.com/v1/tracks/2qZOecnmV2ivpEAze8E1Am,https://api.spotify.com/v1/audio-analysis/2qZOecnmV2ivpEAze8E1Am,201613,4
9503,0.73,0.667,10,-7.277,0,0.18,0.0357,6.41e-06,0.105,0.548,140.009,audio_features,04DgfOrBvyfsf2nBmjj2Xf,spotify:track:04DgfOrBvyfsf2nBmjj2Xf,https://api.spotify.com/v1/tracks/04DgfOrBvyfsf2nBmjj2Xf,https://api.spotify.com/v1/audio-analysis/04DgfOrBvyfsf2nBmjj2Xf,206882,4
9504,0.756,0.727,1,-5.523,1,0.306,0.261,0.0,0.0764,0.39,94.909,audio_features,7BjbNgsoB6sUNAP3DMLaDE,spotify:track:7BjbNgsoB6sUNAP3DMLaDE,https://api.spotify.com/v1/tracks/7BjbNgsoB6sUNAP3DMLaDE,https://api.spotify.com/v1/audio-analysis/7BjbNgsoB6sUNAP3DMLaDE,157895,4
9505,0.816,0.556,11,-7.74,0,0.378,0.689,0.0,0.0667,0.541,129.937,audio_features,3ucPVIMQmNsnLkuoTmUAvf,spotify:track:3ucPVIMQmNsnLkuoTmUAvf,https://api.spotify.com/v1/tracks/3ucPVIMQmNsnLkuoTmUAvf,https://api.spotify.com/v1/audio-analysis/3ucPVIMQmNsnLkuoTmUAvf,124973,4
9506,0.81,0.661,1,-5.444,0,0.038,0.0325,0.0,0.101,0.488,130.064,audio_features,6v9Cigr3hxwlfh7xkpDDsU,spotify:track:6v9Cigr3hxwlfh7xkpDDsU,https://api.spotify.com/v1/tracks/6v9Cigr3hxwlfh7xkpDDsU,https://api.spotify.com/v1/audio-analysis/6v9Cigr3hxwlfh7xkpDDsU,192338,4
9507,0.748,0.56,9,-10.624,1,0.0754,0.169,3.69e-05,0.0665,0.215,99.03,audio_features,6WCkbrjSG16OJTlMayNmqU,spotify:track:6WCkbrjSG16OJTlMayNmqU,https://api.spotify.com/v1/tracks/6WCkbrjSG16OJTlMayNmqU,https://api.spotify.com/v1/audio-analysis/6WCkbrjSG16OJTlMayNmqU,184242,4
9508,0.775,0.758,4,-3.626,0,0.159,0.264,0.0,0.0794,0.176,93.074,audio_features,56hwvng962V4BzUvAuVtAC,spotify:track:56hwvng962V4BzUvAuVtAC,https://api.spotify.com/v1/tracks/56hwvng962V4BzUvAuVtAC,https://api.spotify.com/v1/audio-analysis/56hwvng962V4BzUvAuVtAC,232258,4
9509,0.678,0.917,8,-5.043,0,0.0811,0.152,0.0,0.191,0.7,112.193,audio_features,4ds6k3is0RNjqZoZC8T9z7,spotify:track:4ds6k3is0RNjqZoZC8T9z7,https://api.spotify.com/v1/tracks/4ds6k3is0RNjqZoZC8T9z7,https://api.spotify.com/v1/audio-analysis/4ds6k3is0RNjqZoZC8T9z7,200200,4
9510,0.656,0.831,11,-4.944,1,0.0599,0.436,3.25e-06,0.0874,0.926,170.059,audio_features,1j4E8eVGtbgFYfBtaoItVj,spotify:track:1j4E8eVGtbgFYfBtaoItVj,https://api.spotify.com/v1/tracks/1j4E8eVGtbgFYfBtaoItVj,https://api.spotify.com/v1/audio-analysis/1j4E8eVGtbgFYfBtaoItVj,171613,4
9511,0.842,0.619,2,-7.518,0,0.222,0.435,0.0,0.0744,0.513,125.905,audio_features,4y5Ly8A2Y5yPGaWceQDeod,spotify:track:4y5Ly8A2Y5yPGaWceQDeod,https://api.spotify.com/v1/tracks/4y5Ly8A2Y5yPGaWceQDeod,https://api.spotify.com/v1/audio-analysis/4y5Ly8A2Y5yPGaWceQDeod,210000,4
9512,0.857,0.615,1,-7.741,0,0.0753,0.281,0.0,0.073,0.694,94.502,audio_features,5CwpYhUlWkuzqnbd6DpLxs,spotify:track:5CwpYhUlWkuzqnbd6DpLxs,https://api.spotify.com/v1/tracks/5CwpYhUlWkuzqnbd6DpLxs,https://api.spotify.com/v1/audio-analysis/5CwpYhUlWkuzqnbd6DpLxs,198316,4
9513,0.725,0.676,1,-8.141,1,0.0615,0.0432,1.21e-06,0.1,0.421,143.001,audio_features,1lioFcHYoamCFiow5FHKN0,spotify:track:1lioFcHYoamCFiow5FHKN0,https://api.spotify.com/v1/tracks/1lioFcHYoamCFiow5FHKN0,https://api.spotify.com/v1/audio-analysis/1lioFcHYoamCFiow5FHKN0,178010,4
9514,0.768,0.844,0,-8.269,1,0.283,0.278,4.68e-05,0.254,0.811,92.156,audio_features,4DKh71kxp4NnM9xZEUAPKN,spotify:track:4DKh71kxp4NnM9xZEUAPKN,https://api.spotify.com/v1/tracks/4DKh71kxp4NnM9xZEUAPKN,https://api.spotify.com/v1/audio-analysis/4DKh71kxp4NnM9xZEUAPKN,172174,4
9515,0.866,0.732,8,-9.062,1,0.295,0.324,0.0,0.0963,0.39,100.059,audio_features,73hkARooAxWI3EXpk41S1y,spotify:track:73hkARooAxWI3EXpk41S1y,https://api.spotify.com/v1/tracks/73hkARooAxWI3EXpk41S1y,https://api.spotify.com/v1/audio-analysis/73hkARooAxWI3EXpk41S1y,175200,4
9516,0.602,0.594,11,-8.359,0,0.0421,0.466,0.0,0.0877,0.307,154.961,audio_features,7FmkhXVPiLi2FmugNkkK1M,spotify:track:7FmkhXVPiLi2FmugNkkK1M,https://api.spotify.com/v1/tracks/7FmkhXVPiLi2FmugNkkK1M,https://api.spotify.com/v1/audio-analysis/7FmkhXVPiLi2FmugNkkK1M,241093,4
9517,0.767,0.62,11,-9.749,0,0.131,0.115,0.0,0.312,0.539,89.982,audio_features,3NWM2XHcpuAWqXfVlb3P4T,spotify:track:3NWM2XHcpuAWqXfVlb3P4T,https://api.spotify.com/v1/tracks/3NWM2XHcpuAWqXfVlb3P4T,https://api.spotify.com/v1/audio-analysis/3NWM2XHcpuAWqXfVlb3P4T,150333,4
9518,0.618,0.778,8,-4.332,0,0.226,0.424,0.0,0.0793,0.786,195.872,audio_features,3eCKzIrdswhrI82p3aYyDm,spotify:track:3eCKzIrdswhrI82p3aYyDm,https://api.spotify.com/v1/tracks/3eCKzIrdswhrI82p3aYyDm,https://api.spotify.com/v1/audio-analysis/3eCKzIrdswhrI82p3aYyDm,112427,4
9519,0.771,0.661,7,-5.715,0,0.3,0.727,6.47e-05,0.15,0.217,109.988,audio_features,6SsXWxlT0AA33EFXap4OJG,spotify:track:6SsXWxlT0AA33EFXap4OJG,https://api.spotify.com/v1/tracks/6SsXWxlT0AA33EFXap4OJG,https://api.spotify.com/v1/audio-analysis/6SsXWxlT0AA33EFXap4OJG,240000,4
9520,0.784,0.675,6,-8.191,0,0.113,0.437,0.0,0.143,0.275,118.023,audio_features,13yoLiwo2aUB3Mluf8uVQ0,spotify:track:13yoLiwo2aUB3Mluf8uVQ0,https://api.spotify.com/v1/tracks/13yoLiwo2aUB3Mluf8uVQ0,https://api.spotify.com/v1/audio-analysis/13yoLiwo2aUB3Mluf8uVQ0,178982,4
9521,0.715,0.629,7,-6.153,0,0.0385,0.584,0.00012,0.107,0.498,140.11,audio_features,2R49jde0XRhZbTrpbiZCNV,spotify:track:2R49jde0XRhZbTrpbiZCNV,https://api.spotify.com/v1/tracks/2R49jde0XRhZbTrpbiZCNV,https://api.spotify.com/v1/audio-analysis/2R49jde0XRhZbTrpbiZCNV,168227,4
9522,0.823,0.584,9,-4.341,1,0.0421,0.0946,2.15e-05,0.0408,0.356,101.028,audio_features,3Mw3PDxhyGI7gwgo2ijEJb,spotify:track:3Mw3PDxhyGI7gwgo2ijEJb,https://api.spotify.com/v1/tracks/3Mw3PDxhyGI7gwgo2ijEJb,https://api.spotify.com/v1/audio-analysis/3Mw3PDxhyGI7gwgo2ijEJb,128911,4
9523,0.726,0.689,7,-5.842,0,0.0277,0.109,0.0,0.216,0.5,93.011,audio_features,6Dit1erL7lMDu8Y2E8aUnR,spotify:track:6Dit1erL7lMDu8Y2E8aUnR,https://api.spotify.com/v1/tracks/6Dit1erL7lMDu8Y2E8aUnR,https://api.spotify.com/v1/audio-analysis/6Dit1erL7lMDu8Y2E8aUnR,237816,4
9524,0.712,0.738,1,-7.997,1,0.3,0.752,0.0,0.103,0.59,134.935,audio_features,6qORigbQnwgs7Ova9uBWtp,spotify:track:6qORigbQnwgs7Ova9uBWtp,https://api.spotify.com/v1/tracks/6qORigbQnwgs7Ova9uBWtp,https://api.spotify.com/v1/audio-analysis/6qORigbQnwgs7Ova9uBWtp,313392,4
9525,0.594,0.676,2,-5.808,1,0.344,0.135,0.0,0.163,0.472,143.477,audio_features,40mjsnRjCpycdUw3xhS20g,spotify:track:40mjsnRjCpycdUw3xhS20g,https://api.spotify.com/v1/tracks/40mjsnRjCpycdUw3xhS20g,https://api.spotify.com/v1/audio-analysis/40mjsnRjCpycdUw3xhS20g,181145,4
9526,0.83,0.515,0,-5.306,0,0.102,0.071,0.0,0.0513,0.772,95.026,audio_features,5WXpYhtjZd4XJ6zrndMNYT,spotify:track:5WXpYhtjZd4XJ6zrndMNYT,https://api.spotify.com/v1/tracks/5WXpYhtjZd4XJ6zrndMNYT,https://api.spotify.com/v1/audio-analysis/5WXpYhtjZd4XJ6zrndMNYT,239684,4
9527,0.816,0.586,4,-6.688,1,0.281,0.0559,0.0,0.345,0.191,131.971,audio_features,2StcANxwpmrm5JdaFsbg1j,spotify:track:2StcANxwpmrm5JdaFsbg1j,https://api.spotify.com/v1/tracks/2StcANxwpmrm5JdaFsbg1j,https://api.spotify.com/v1/audio-analysis/2StcANxwpmrm5JdaFsbg1j,188670,4
9528,0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983,audio_features,0TlLq3lA83rQOYtrqBqSct,spotify:track:0TlLq3lA83rQOYtrqBqSct,https://api.spotify.com/v1/tracks/0TlLq3lA83rQOYtrqBqSct,https://api.spotify.com/v1/audio-analysis/0TlLq3lA83rQOYtrqBqSct,238614,4
9529,0.763,0.568,4,-6.397,0,0.348,0.135,0.0,0.111,0.172,139.99,audio_features,6N1hVQKqIXSV186ly0rQ9M,spotify:track:6N1hVQKqIXSV186ly0rQ9M,https://api.spotify.com/v1/tracks/6N1hVQKqIXSV186ly0rQ9M,https://api.spotify.com/v1/audio-analysis/6N1hVQKqIXSV186ly0rQ9M,201214,4
9530,0.607,0.514,10,-9.328,0,0.14,0.4,0.0,0.0997,0.524,192.142,audio_features,4r8Y2BPVdnfcwOpcyTrBze,spotify:track:4r8Y2BPVdnfcwOpcyTrBze,https://api.spotify.com/v1/tracks/4r8Y2BPVdnfcwOpcyTrBze,https://api.spotify.com/v1/audio-analysis/4r8Y2BPVdnfcwOpcyTrBze,131250,4
9531,0.696,0.846,7,-4.551,1,0.0574,0.253,0.0,0.262,0.697,150.012,audio_features,3hPaHM9D1MWjqsgGKtCk4A,spotify:track:3hPaHM9D1MWjqsgGKtCk4A,https://api.spotify.com/v1/tracks/3hPaHM9D1MWjqsgGKtCk4A,https://api.spotify.com/v1/audio-analysis/3hPaHM9D1MWjqsgGKtCk4A,236808,4
9532,0.758,0.487,2,-12.856,0,0.365,0.473,0.0,0.468,0.41,99.976,audio_features,3SFnapsmimLsgSOUo3HG9y,spotify:track:3SFnapsmimLsgSOUo3HG9y,https://api.spotify.com/v1/tracks/3SFnapsmimLsgSOUo3HG9y,https://api.spotify.com/v1/audio-analysis/3SFnapsmimLsgSOUo3HG9y,175793,4
